0	0	0	0	0	0
256	0	0	155	9	4
512	0	0	316	17	7
768	0	0	481	26	11
1024	0	0	646	35	13
1280	0	0	804	44	17
1536	0	0	964	52	21
1792	0	0	1126	61	24
2048	0	0	1299	70	27
2303	0	0	1475	79	31
2559	0	0	1650	87	34
2815	0	0	1820	97	38
3071	0	0	2002	106	40
3327	0	0	2191	114	44
3583	0	0	2380	123	48
3839	0	0	2546	132	51
4095	0	0	2733	142	55
0	256	0	52	200	16
256	256	0	213	211	20
512	256	0	384	221	23
768	256	0	553	231	27
1024	256	0	718	241	30
1280	256	0	880	251	34
1536	256	0	1043	262	37
1792	256	0	1209	273	40
2048	256	0	1385	283	44
2303	256	0	1564	292	48
2559	256	0	1737	302	51
2815	256	0	1910	312	54
3071	256	0	2094	321	57
3327	256	0	2286	331	61
3583	256	0	2467	342	65
3839	256	0	2636	352	68
4095	256	0	2826	362	72
0	512	0	105	416	32
256	512	0	272	430	36
512	512	0	444	440	39
768	512	0	612	451	43
1024	512	0	777	461	46
1280	512	0	939	471	50
1536	512	0	1103	482	54
1792	512	0	1276	493	57
2048	512	0	1454	502	60
2303	512	0	1633	512	64
2559	512	0	1802	523	67
2815	512	0	1981	532	71
3071	512	0	2167	543	74
3327	512	0	2362	554	78
3583	512	0	2533	564	82
3839	512	0	2711	574	84
4095	512	0	2900	585	88
0	768	0	159	633	48
256	768	0	330	647	53
512	768	0	503	658	56
768	768	0	671	669	59
1024	768	0	834	680	62
1280	768	0	997	691	66
1536	768	0	1164	702	70
1792	768	0	1342	711	73
2048	768	0	1519	721	77
2303	768	0	1695	732	81
2559	768	0	1866	741	83
2815	768	0	2050	751	87
3071	768	0	2239	761	90
3327	768	0	2431	772	94
3583	768	0	2601	782	98
3839	768	0	2784	793	101
4095	768	0	2971	804	105
0	1024	0	214	847	65
256	1024	0	388	858	69
512	1024	0	560	868	72
768	1024	0	729	879	76
1024	1024	0	892	891	79
1280	1024	0	1058	902	83
1536	1024	0	1229	912	86
1792	1024	0	1405	922	89
2048	1024	0	1584	932	93
2303	1024	0	1759	942	97
2559	1024	0	1934	954	100
2815	1024	0	2119	965	104
3071	1024	0	2313	976	107
3327	1024	0	2496	986	111
3583	1024	0	2668	998	115
3839	1024	0	2858	1009	118
4095	1024	0	3040	1020	122
0	1280	0	272	1060	82
256	1280	0	447	1071	85
512	1280	0	618	1082	88
768	1280	0	787	1095	92
1024	1280	0	950	1106	95
1280	1280	0	1117	1117	99
1536	1280	0	1293	1129	103
1792	1280	0	1470	1140	106
2048	1280	0	1651	1150	110
2303	1280	0	1824	1162	114
2559	1280	0	2004	1174	116
2815	1280	0	2190	1186	121
3071	1280	0	2387	1197	124
3327	1280	0	2562	1209	127
3583	1280	0	2741	1221	131
3839	1280	0	2931	1234	134
4095	1280	0	3111	1245	138
0	1536	0	331	1284	98
256	1536	0	506	1298	102
512	1536	0	678	1310	105
768	1536	0	844	1323	109
1024	1536	0	1009	1334	112
1280	1536	0	1178	1346	116
1536	1536	0	1356	1359	119
1792	1536	0	1536	1370	122
2048	1536	0	1715	1382	126
2303	1536	0	1888	1395	130
2559	1536	0	2071	1407	133
2815	1536	0	2263	1419	137
3071	1536	0	2457	1430	140
3327	1536	0	2627	1442	144
3583	1536	0	2813	1456	148
3839	1536	0	3001	1468	151
4095	1536	0	3181	1479	154
0	1792	0	390	1512	115
256	1792	0	565	1525	118
512	1792	0	736	1537	121
768	1792	0	902	1548	125
1024	1792	0	1070	1560	128
1280	1792	0	1243	1573	132
1536	1792	0	1421	1583	136
1792	1792	0	1602	1595	139
2048	1792	0	1778	1607	143
2303	1792	0	1954	1620	147
2559	1792	0	2140	1631	150
2815	1792	0	2336	1642	154
3071	1792	0	2520	1653	157
3327	1792	0	2693	1665	160
3583	1792	0	2886	1677	164
3839	1792	0	3069	1689	167
4095	1792	0	3251	1701	171
0	2048	0	450	1735	131
256	2048	0	624	1749	135
512	2048	0	794	1760	138
768	2048	0	960	1773	142
1024	2048	0	1130	1785	145
1280	2048	0	1307	1798	149
1536	2048	0	1487	1810	153
1792	2048	0	1668	1822	155
2048	2048	0	1843	1835	159
2303	2048	0	2022	1846	163
2559	2048	0	2209	1857	166
2815	2048	0	2408	1870	170
3071	2048	0	2586	1881	173
3327	2048	0	2767	1893	177
3583	2048	0	2960	1907	181
3839	2048	0	3141	1919	184
4095	2048	0	3326	1931	187
0	2303	0	511	1964	148
256	2303	0	683	1976	152
512	2303	0	852	1989	154
768	2303	0	1020	2003	158
1024	2303	0	1191	2016	161
1280	2303	0	1372	2028	165
1536	2303	0	1552	2040	169
1792	2303	0	1731	2052	172
2048	2303	0	1907	2064	176
2303	2303	0	2090	2077	180
2559	2303	0	2281	2089	183
2815	2303	0	2479	2102	187
3071	2303	0	2653	2113	190
3327	2303	0	2841	2127	194
3583	2303	0	3029	2140	197
3839	2303	0	3209	2151	200
4095	2303	0	3395	2162	204
0	2559	0	569	2199	164
256	2559	0	742	2212	168
512	2559	0	911	2226	171
768	2559	0	1081	2241	175
1024	2559	0	1256	2253	178
1280	2559	0	1438	2267	182
1536	2559	0	1618	2281	186
1792	2559	0	1796	2293	188
2048	2559	0	1972	2309	192
2303	2559	0	2158	2322	196
2559	2559	0	2356	2336	199
2815	2559	0	2546	2348	203
3071	2559	0	2720	2361	206
3327	2559	0	2914	2376	210
3583	2559	0	3099	2389	214
